;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 54.24147460979621 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -97.79499999999996 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 28.64434156358375 1.5707963267948966 flow_30_0 0 5.0 2.0,-120.01499999999999 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 -65.52515872997361 1.5707963267948966 flow_41_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-153.34500000000004 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -68.85500000000016 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -131.125 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -284.0 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 -31.960667100446189 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 5.278710795573829 1.570796326794897 flow_34_0 0 5.0 2.0,-220.005 -4.5 0.0 flow_50_0 0 5.0 2.0,86.68499999999995 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-53.354999999999908 -4.5 0.0 flow_40_0 0 5.0 2.0,86.68499999999995 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 -15.003452496411456 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-12.001111111111016 -4.5 0.0 flow_38_0 0 5.0 2.0,-191.06500000000018 4.5 3.141592653589793 flow_33_0 0 5.0 2.0,-284.0 -4.5 0.0 flow_52_0 0 5.0 2.0,-86.68499999999995 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 81.09159148573738 1.5707963267948966 flow_25_0 0 5.0 2.0,-186.675 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 -45.95891331627567 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 65.20352136017269 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -86.68499999999995 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 39.055877032194228 1.5707963267948966 flow_30_0 0 5.0 2.0,-108.90499999999997 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 -57.68869231048916 1.5707963267948966 flow_41_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-142.235 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -79.96500000000015 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -120.01499999999999 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -275.0 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 -25.774253427576867 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 14.636060592258847 1.5707963267948966 flow_34_0 0 5.0 2.0,-208.89499999999999 -4.5 0.0 flow_50_0 0 5.0 2.0,75.57499999999993 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-42.24499999999989 -4.5 0.0 flow_40_0 0 5.0 2.0,75.57499999999993 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 -7.1468922427449119 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-202.17500000000019 4.5 3.141592653589793 flow_33_0 0 5.0 2.0,-275.0 -4.5 0.0 flow_52_0 0 5.0 2.0,-75.57499999999993 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 92.20159148573738 1.5707963267948966 flow_25_0 0 5.0 2.0,-175.565 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 -41.29447194687236 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 76.22474941039856 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -75.66241343220617 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 49.707344113460909 1.5707963267948966 flow_30_0 0 5.0 2.0,-97.79499999999996 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 -51.56371088114554 1.5707963267948966 flow_41_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-131.125 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -91.07500000000015 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -108.90499999999997 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -264.445 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 -18.751996902910777 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 24.48629426195509 1.5707963267948966 flow_34_0 0 5.0 2.0,-197.78500000000003 -4.5 0.0 flow_50_0 0 5.0 2.0,64.46499999999992 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-31.394333333333237 -4.5 0.0 flow_40_0 0 5.0 2.0,64.46499999999992 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 1.4377588505935935 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-213.2850000000002 4.5 3.141592653589793 flow_33_0 0 5.0 2.0,-264.445 -4.5 0.0 flow_52_0 0 5.0 2.0,-64.46499999999992 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 103.31159148573738 1.5707963267948966 flow_25_0 0 5.0 2.0,-164.455 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 -35.8491018045803 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 87.2814862405341 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -65.81841509822314 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 60.51855184228114 1.5707963267948966 flow_30_0 0 5.0 2.0,-86.68499999999995 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 -46.024980399331557 1.5707963267948966 flow_41_0 0 5.0 2.0,-4.5 299.0 -1.5707963267948966 flow_53_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-120.01499999999999 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -102.18500000000015 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -97.79499999999996 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -253.335 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 -10.959164382841323 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 34.705007618810757 1.5707963267948966 flow_34_0 0 5.0 2.0,-186.675 -4.5 0.0 flow_50_0 0 5.0 2.0,53.354999999999908 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-22.973133333333239 -4.5 0.0 flow_40_0 0 5.0 2.0,53.354999999999908 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 10.62721974907744 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-224.3950000000002 4.5 3.141592653589793 flow_33_0 0 5.0 2.0,-253.335 -4.5 0.0 flow_52_0 0 5.0 2.0,-53.354999999999908 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 114.4215914857374 1.5707963267948966 flow_25_0 0 5.0 2.0,-153.34500000000004 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 -29.60580853897926 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 98.3595283386154 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -57.932241551869939 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 71.43507296760943 1.5707963267948966 flow_30_0 0 5.0 2.0,-75.57499999999993 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 -40.208653002070438 1.5707963267948966 flow_41_0 0 5.0 2.0,-4.5 296.0 -1.5707963267948966 flow_53_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-108.90499999999997 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -113.29500000000015 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -86.68499999999995 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -242.225 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 -2.48671855037702 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 45.192666853962958 1.5707963267948966 flow_34_0 0 5.0 2.0,-175.565 -4.5 0.0 flow_50_0 0 5.0 2.0,42.24499999999989 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-18.776529645935626 -4.5 0.0 flow_40_0 0 5.0 2.0,42.24499999999989 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 20.302077568341898 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-235.50500000000023 4.5 3.141592653589793 flow_33_0 0 5.0 2.0,-242.225 -4.5 0.0 flow_52_0 0 5.0 2.0,-42.24499999999989 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 125.53159148573738 1.5707963267948966 flow_25_0 0 5.0 2.0,-142.235 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 -22.588584372510185 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 109.45035359746419 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -51.2655714226795 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 82.42046353562809 1.5707963267948966 flow_30_0 0 5.0 2.0,-64.46499999999992 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 -33.75718071695252 1.5707963267948966 flow_41_0 0 5.0 2.0,-4.5 291.0 -1.5707963267948966 flow_53_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-97.79499999999996 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -124.40500000000015 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -75.67749595434114 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -231.115 1.5707963267948966 flow_51_0 0 5.0 2.0,4.499999999999999 6.563771460963444 1.570796326794897 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 55.8729335244872 1.5707963267948966 flow_34_0 0 5.0 2.0,-164.455 -4.5 0.0 flow_50_0 0 5.0 2.0,31.134999999999878 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_40_0 0 5.0 2.0,31.134999999999878 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 30.355845129620758 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-246.61500000000025 4.5 3.141592653589793 flow_33_0 0 5.0 2.0,-231.115 -4.5 0.0 flow_52_0 0 5.0 2.0,-32.7820918583742 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 136.64159148573737 1.5707963267948966 flow_25_0 0 5.0 2.0,-131.125 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 -14.85334887716408 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 120.54884875277347 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -44.88215896639886 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 93.45058461213229 1.5707963267948966 flow_30_0 0 5.0 2.0,-53.354999999999908 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 -26.648600881967924 1.5707963267948966 flow_41_0 0 5.0 2.0,-4.5 284.0 -1.5707963267948966 flow_53_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-86.68499999999995 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -135.51500000000017 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -65.71122533254473 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -220.005 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 16.091354440682147 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 66.68902364254729 1.5707963267948966 flow_34_0 0 5.0 2.0,-153.34500000000004 -4.5 0.0 flow_50_0 0 5.0 2.0,21.87666666666655 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_40_0 0 5.0 2.0,21.87666666666655 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 40.698733821672188 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-257.72500000000027 4.5 3.141592653589793 flow_33_0 0 5.0 2.0,-220.005 -4.5 0.0 flow_52_0 0 5.0 2.0,-27.125590432603305 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 147.75159148573739 1.5707963267948966 flow_25_0 0 5.0 2.0,-120.01499999999999 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 -6.476402739644982 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 131.65194584595904 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -38.16701976562956 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 104.50958929945061 1.5707963267948966 flow_30_0 0 5.0 2.0,-43.204399429691537 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 -18.904332397534917 1.5707963267948966 flow_41_0 0 5.0 2.0,-4.5 275.0 -1.5707963267948966 flow_53_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-75.57499999999993 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -146.62500000000015 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -57.386344661727097 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -208.89499999999999 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 26.002883931488449 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 77.59967224568213 1.5707963267948966 flow_34_0 0 5.0 2.0,-142.235 -4.5 0.0 flow_50_0 0 5.0 2.0,15.704444444444335 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_40_0 0 5.0 2.0,15.704444444444335 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 51.25806777363424 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-268.83500000000029 4.5 3.141592653589793 flow_33_0 0 5.0 2.0,-208.89499999999999 -4.5 0.0 flow_52_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 158.8615914857374 1.5707963267948966 flow_25_0 0 5.0 2.0,4.5 -299.0 1.5707963267948966 flow_54_0 0 5.0 2.0,-108.90499999999997 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 2.45621672842961 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 142.75780410187037 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -30.91309112150509 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 115.5871513366911 1.5707963267948966 flow_30_0 0 5.0 2.0,-36.12125230677822 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 -10.573588853534205 1.5707963267948966 flow_41_0 0 5.0 2.0,-4.5 264.445 -1.5707963267948966 flow_53_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-64.46499999999992 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -157.73500000000014 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -50.03363856912455 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -197.78500000000003 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 36.21682425873918 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 88.57544000465319 1.5707963267948966 flow_34_0 0 5.0 2.0,-131.125 -4.5 0.0 flow_50_0 0 5.0 2.0,12.001111111111016 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_40_0 0 5.0 2.0,12.001111111111016 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 61.97683928308036 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-279.9450000000003 4.5 3.141592653589793 flow_33_0 0 5.0 2.0,-197.78500000000003 -4.5 0.0 flow_52_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 169.9715914857374 1.5707963267948966 flow_25_0 0 5.0 2.0,4.5 -296.0 1.5707963267948966 flow_54_0 0 5.0 2.0,-97.79499999999996 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 11.857189507814404 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 153.86531905541717 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -23.11114150551657 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 126.67658409394507 1.5707963267948966 flow_30_0 0 5.0 2.0,-33.312516642442009 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 -1.7210829531177865 1.5707963267948966 flow_41_0 0 5.0 2.0,-4.5 253.335 -1.5707963267948966 flow_53_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-53.74374115083458 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -168.84500000000015 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -42.870138061018909 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -186.675 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 46.664584570364869 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 99.59563694491645 1.5707963267948966 flow_34_0 0 5.0 2.0,-120.01499999999999 -4.5 0.0 flow_50_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_40_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 72.8114331235037 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-291.0550000000003 4.5 3.141592653589793 flow_33_0 0 5.0 2.0,-186.675 -4.5 0.0 flow_52_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 181.08159148573743 1.5707963267948966 flow_25_0 0 5.0 2.0,4.5 -291.0 1.5707963267948966 flow_54_0 0 5.0 2.0,-86.68499999999995 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 21.643831473634458 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
4.5 164.97382802754528 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -16.383381396551387 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 137.77358106924329 1.5707963267948966 flow_30_0 0 5.0 2.0,-33.266666666666598 -4.5 0.0 flow_46_0 0 5.0 2.0,4.499999999999999 7.582211210747122 1.5707963267948962 flow_41_0 0 5.0 2.0,-4.5 242.225 -1.5707963267948966 flow_53_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-45.426999577644497 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -179.95500000000016 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -35.40614951562026 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -175.565 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 57.29024275970507 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 110.64590235597869 1.5707963267948966 flow_34_0 0 5.0 2.0,-108.90499999999997 -4.5 0.0 flow_50_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_40_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 83.72915404012146 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-175.565 -4.5 0.0 flow_52_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 192.19159148573744 1.5707963267948966 flow_25_0 0 5.0 2.0,4.5 -284.0 1.5707963267948966 flow_54_0 0 5.0 2.0,-75.57499999999993 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 31.741684774651764 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
4.5 176.08293341082215 1.5707963267948966 flow_27_0 0 5.0 2.0,4.5 -12.346725331172252 1.5707963267948966 flow_45_0 0 5.0 2.0,4.5 148.8753816469897 1.5707963267948966 flow_30_0 0 5.0 2.0,-33.266666666666598 -4.5 0.0 flow_46_0 0 5.0 2.0,4.5 17.26557129651244 1.5707963267948966 flow_41_0 0 5.0 2.0,-4.5 231.115 -1.5707963267948966 flow_53_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,-41.242167896029858 -4.5 0.0 flow_47_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -191.06500000000018 -1.5707963267948966 flow_35_0 0 5.0 2.0,4.5 -28.221295047873754 1.5707963267948966 flow_48_0 0 5.0 2.0,4.5 -164.455 1.5707963267948966 flow_51_0 0 5.0 2.0,4.5 68.04935145519518 1.5707963267948966 flow_37_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 121.71637323634417 1.5707963267948966 flow_34_0 0 5.0 2.0,-97.79499999999996 -4.5 0.0 flow_50_0 0 5.0 2.0,10.766666666666595 4.5 3.141592653589793 flow_42_0 0 5.0 2.0,-18.266666666666596 -4.5 0.0 flow_40_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,4.5 94.7059064486768 1.5707963267948966 flow_36_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,-10.766666666666595 -4.5 0.0 flow_38_0 0 5.0 2.0,-164.455 -4.5 0.0 flow_52_0 0 5.0 2.0,-25.766666666666596 -4.5 0.0 flow_44_0 0 5.0 2.0,4.5 203.30159148573748 1.5707963267948966 flow_25_0 0 5.0 2.0,4.5 -275.0 1.5707963267948966 flow_54_0 0 5.0 2.0,-64.46499999999992 -4.5 0.0 flow_49_0 0 5.0 2.0,4.5 42.08623960654113 1.5707963267948966 flow_39_0 0 5.0 2.0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
